,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age,price
3804,3.0,1.0,1050,5000,1.0,0,1,4,1050,0,1.0006,53,200000.0
3424,6.0,4.5,3810,28176,1.0,0,5,5,3810,0,0.9994,51,2005000.0
2298,2.0,2.5,2410,102366,1.0,0,1,4,1940,470,0.9987,31,600000.0
799,3.0,3.25,2640,4080,2.0,0,1,3,1840,800,1.0,20,930000.0
4559,3.0,1.0,960,9633,1.0,0,1,5,960,0,0.9994,38,218000.0
1709,2.0,2.5,2290,3507,2.0,0,1,3,2290,0,0.9981,15,630000.0
3839,3.0,2.75,3290,22649,2.0,0,1,4,3290,0,1.0006,27,595000.0
2484,3.0,2.25,1640,11050,1.0,0,1,4,1640,0,1.0,48,352000.0
122,6.0,4.5,5480,10800,2.0,0,4,4,4430,1050,1.0,21,2400000.0
2044,4.0,3.25,4240,25639,2.0,0,4,3,3550,690,1.0013,31,625000.0
4092,2.0,2.0,2360,11340,1.5,0,1,3,2360,0,0.9994,23,1087500.0
3498,4.0,1.5,2220,9496,1.0,0,1,4,1490,730,0.9981,41,921000.0
164,4.0,2.25,3250,34293,2.0,0,1,4,3250,0,1.0,37,480000.0
277,5.0,3.5,3100,10200,1.0,0,5,3,1660,1440,0.9981,6,905000.0
3039,3.0,2.25,1760,1146,3.0,0,1,3,1760,0,1.0,6,615000.0
1907,4.0,3.5,4140,7089,2.0,0,1,3,3160,980,0.9987,17,850000.0
4482,3.0,2.0,1400,45738,2.0,0,1,4,1400,0,0.9981,39,410000.0
4272,2.0,1.0,1200,4000,1.0,0,1,3,1070,130,1.0,24,450000.0
1857,3.0,2.75,1540,6760,1.0,0,1,5,1210,330,0.9987,40,503000.0
1449,4.0,2.0,1580,8000,1.0,0,1,3,1040,540,1.0013,9,245000.0
946,2.0,1.0,880,6345,1.0,0,1,3,880,0,1.0,19,312500.0
1465,6.0,3.0,2180,7956,2.0,0,1,3,2180,0,1.0013,40,235000.0
1397,6.0,2.25,3550,11780,1.0,0,1,4,2960,590,1.0,72,450000.0
1722,2.0,1.0,1030,4400,1.0,0,1,3,1030,0,1.0,9,469000.0
2604,6.0,2.75,3610,17580,1.0,0,5,5,2070,1540,0.9981,61,968000.0
4204,2.0,1.0,1120,2000,1.5,0,1,3,1120,0,1.0,14,524000.0
3379,4.0,3.0,2360,6250,1.0,0,3,3,1460,900,1.0,8,418000.0
939,2.0,1.0,1210,9400,1.0,0,1,2,1210,0,1.0,71,235000.0
1315,5.0,2.5,2210,9655,1.0,0,1,3,1460,750,0.9987,44,470000.0
3270,5.0,2.5,2350,4000,2.0,0,1,3,2350,0,1.0,27,910000.0
365,3.0,2.5,2040,4627,2.0,0,1,3,2040,0,0.9974,28,580000.0
1568,4.0,1.75,2260,7005,1.0,0,2,4,1130,1130,0.9981,32,648360.0
1393,4.0,1.75,1890,6000,1.0,0,1,4,1110,780,1.0,32,430000.0
3236,4.0,2.25,1890,5940,1.0,0,2,3,1470,420,1.0,12,940000.0
819,4.0,2.5,3000,7500,2.0,0,1,3,3000,0,1.0,26,1688000.0
984,3.0,2.5,2440,4800,2.0,0,1,3,2440,0,1.0,6,625000.0
2773,4.0,3.5,3080,4815,2.0,0,4,3,2300,780,1.0,11,1655000.0
1675,4.0,2.5,2050,6360,2.0,0,1,3,2050,0,0.9981,20,530000.0
1895,4.0,1.75,1720,8750,1.0,0,1,3,860,860,0.9987,49,385000.0
3772,3.0,2.5,2432,9391,2.0,0,3,3,2432,0,1.0006,15,427000.0
3607,3.0,1.0,1010,5400,1.0,0,1,3,1010,0,1.0,31,317000.0
207,4.0,2.5,2620,4469,2.0,0,1,3,2620,0,1.0,12,300000.0
2431,4.0,3.25,4160,35654,2.0,0,1,3,2760,1400,0.9987,7,530000.0
1854,4.0,2.0,1520,7983,1.0,0,1,5,1520,0,0.9987,53,425000.0
3998,3.0,2.0,1380,8682,1.0,0,1,4,1380,0,1.0006,54,295000.0
2348,4.0,2.5,2790,45902,2.0,0,1,3,2790,0,0.9987,20,654950.0
2609,4.0,2.25,3720,12384,1.0,0,3,5,1860,1860,0.9981,50,875000.0
370,5.0,2.75,3010,12611,2.0,0,1,3,3010,0,0.9974,26,837700.0
2334,4.0,2.25,2430,32496,1.0,0,1,3,2430,0,0.9987,27,590000.0
1204,4.0,2.25,2350,8140,1.0,0,1,4,1430,920,0.9981,43,555000.0
524,3.0,1.75,1520,6380,1.0,0,1,3,790,730,1.0,26,438000.0
1542,3.0,1.75,1480,2185,2.5,0,1,3,1480,0,0.9981,15,620000.0
3078,3.0,2.75,2220,4000,2.0,0,1,3,1700,520,1.0,20,800000.0
872,5.0,2.75,2080,13189,2.0,0,1,3,2080,0,0.9981,20,538888.0
9,3.0,1.5,1260,1270,2.0,0,1,3,1040,220,1.0,15,245000.0
1160,4.0,2.0,1790,14690,1.0,0,2,4,1670,120,1.0006,19,240000.0
397,4.0,2.5,3560,5265,3.0,0,1,3,3560,0,0.9974,6,882566.0
246,5.0,2.5,2910,9636,1.0,0,1,4,1690,1220,0.9981,56,530000.0
1937,5.0,2.5,2510,8050,1.0,0,1,4,1490,1020,0.9987,43,475000.0
3956,3.0,2.25,1450,4706,2.0,0,1,3,1450,0,0.9994,11,400000.0
1615,4.0,2.5,3150,4203,2.0,0,1,3,3150,0,0.9981,18,815000.0
3076,2.0,1.5,1920,3408,1.0,0,1,4,960,960,1.0,31,517000.0
1483,3.0,1.75,2360,7291,1.0,0,1,4,1360,1000,1.0,72,615000.0
3477,4.0,2.5,3030,12590,1.5,0,1,4,3030,0,0.9981,32,1050000.0
3688,3.0,2.5,1890,4838,2.0,0,1,3,1730,160,1.0026,18,269950.0
2633,3.0,2.75,3200,6699,2.0,0,1,3,3200,0,0.9981,17,712000.0
3069,2.0,2.5,1050,1029,2.0,0,1,3,950,100,1.0,13,332888.0
4136,3.0,2.0,1490,8371,1.5,0,1,3,1490,0,1.0006,36,255000.0
2925,4.0,2.75,1970,7213,1.0,0,1,3,1170,800,1.0,16,323000.0
2412,3.0,2.25,1445,1471,2.0,0,1,3,1300,145,0.9987,17,389999.0
3435,4.0,1.0,1120,7104,1.5,0,1,3,1120,0,0.9994,74,554000.0
4088,3.0,1.5,1380,4500,1.0,0,1,5,1380,0,0.9994,60,650000.0
735,3.0,1.75,1540,6909,1.0,0,1,4,920,620,1.0,11,345000.0
2318,4.0,2.5,2540,6365,2.0,0,1,3,1870,670,1.0006,20,380000.0
178,3.0,2.5,1950,8130,2.0,0,1,4,1950,0,1.0,30,328500.0
2294,5.0,2.25,1970,15247,1.0,0,1,3,1450,520,0.9987,34,435000.0
120,4.0,2.5,2440,3600,2.5,0,1,4,2440,0,1.0,118,1325000.0
2400,2.0,2.0,2370,217800,1.5,0,1,3,1600,770,0.9987,28,543000.0
4026,5.0,4.5,5190,23716,2.0,0,3,3,3390,1800,0.9994,20,1702500.0
2766,4.0,2.25,2060,5649,1.0,0,1,5,1360,700,1.0,79,715000.0
1447,5.0,3.0,2100,9752,1.0,0,1,3,1200,900,1.0013,13,298450.0
3002,4.0,2.5,3670,9958,2.0,0,1,3,3670,0,1.0,15,525000.0
2324,3.0,1.0,1440,11250,1.0,0,1,3,1440,0,1.0006,9,290000.0
3273,2.0,2.25,1230,932,2.0,0,1,3,1020,210,1.0,17,479000.0
814,3.0,3.0,2940,4622,2.0,0,1,4,2230,710,1.0,32,1070000.0
421,3.0,2.0,1460,10311,1.0,0,1,4,1460,0,0.9974,45,455500.0
2213,5.0,2.25,2570,13054,1.0,0,2,3,1470,1100,1.0006,28,519000.0
1208,3.0,2.75,1800,9550,1.0,0,1,4,1320,480,0.9981,54,665000.0
237,3.0,2.0,1490,7770,1.0,0,1,4,1490,0,1.0,30,83300.0
1126,3.0,1.75,1370,5858,1.0,0,1,3,1370,0,1.0006,20,257950.0
1430,3.0,2.5,1490,1709,3.0,0,1,3,1490,0,1.0,17,554250.0
592,4.0,2.5,2240,3712,2.0,0,1,3,2240,0,0.9994,6,363990.0
3555,3.0,2.5,2630,77972,2.0,0,1,3,2630,0,0.9987,17,600000.0
3682,2.0,2.0,1030,21712,1.0,0,1,4,1030,0,1.0026,82,212500.0
374,4.0,2.75,2630,7505,2.0,0,1,3,2630,0,0.9974,26,725000.0
3639,5.0,4.25,4830,8050,2.5,0,3,4,3710,1120,1.0,75,1925000.0
1681,4.0,3.25,3030,9273,2.0,0,1,5,3030,0,0.9981,32,660000.0
3220,6.0,2.75,2980,5000,1.5,0,1,3,2480,500,1.0,34,775000.0
1623,3.0,2.5,1530,2913,2.0,0,1,4,1530,0,0.9981,34,379000.0
3767,5.0,2.0,2080,16117,1.0,0,1,5,1740,340,1.0006,61,254000.0
1742,2.0,1.0,1490,3825,1.0,0,1,3,860,630,1.0,91,475000.0
2534,4.0,3.5,4170,9748,2.0,0,1,3,4170,0,1.0,17,1200000.0
1998,4.0,3.25,4100,241322,2.0,0,1,3,2500,1600,0.9981,7,775000.0
1582,3.0,1.75,1480,7040,1.0,0,1,3,1480,0,0.9981,46,510000.0
4420,4.0,2.0,1480,3132,1.0,0,1,5,740,740,1.0,110,335000.0
4305,2.0,1.0,750,5120,1.0,0,1,4,750,0,1.0,22,300000.0
2871,4.0,2.5,3770,35081,2.0,0,1,3,3770,0,0.9987,31,950000.0
534,4.0,2.5,2600,7200,2.0,0,1,3,2600,0,1.0,18,691500.0
3481,4.0,2.25,2290,10687,2.0,0,1,3,2290,0,0.9981,42,949880.0
2794,2.0,1.75,1590,5136,1.5,0,4,3,1320,270,1.0,9,850000.0
1549,3.0,2.5,1750,3354,2.0,0,1,4,1750,0,0.9981,29,595000.0
1370,4.0,2.75,1240,3867,1.0,0,1,3,800,440,1.0,20,400000.0
4485,2.0,2.0,2930,14057,1.0,0,3,4,1680,1250,0.9981,40,545000.0
150,4.0,2.5,1810,6509,2.0,0,1,3,1810,0,1.0,26,270000.0
2352,4.0,2.5,2350,63162,2.0,0,1,4,2350,0,0.9987,26,649950.0
3644,2.0,1.5,830,1858,2.0,0,1,3,830,0,1.0,15,334500.0
1657,4.0,2.5,2220,7064,2.0,0,1,3,2220,0,0.9981,20,580000.0
3759,4.0,2.5,1930,8660,1.0,0,1,3,1120,810,1.0006,7,250600.0
3741,2.0,1.0,1300,44431,1.0,0,1,5,1300,0,1.0006,62,175000.0
4480,3.0,1.75,1444,249126,1.5,0,1,3,1444,0,0.9981,12,420000.0
1357,7.0,3.5,2870,29699,1.0,0,1,3,1520,1350,1.0,16,475000.0
1401,4.0,2.0,1870,6000,1.5,0,1,3,1870,0,1.0,19,310000.0
2466,6.0,3.0,4050,36171,2.0,0,1,4,2620,1430,0.9987,50,670000.0
4270,1.0,1.0,820,1060,1.0,0,1,3,760,60,1.0,13,194000.0
1922,3.0,1.75,1560,7207,1.0,0,1,3,1250,310,0.9987,11,440000.0
1131,2.0,1.0,1170,8925,1.0,0,3,3,1170,0,1.0006,41,175000.0
4194,4.0,3.0,2240,6000,1.5,0,1,4,1270,970,1.0,75,1190000.0
4380,2.0,1.0,710,7200,1.0,0,1,3,710,0,1.0019,18,215000.0
405,4.0,3.5,2500,3080,2.0,0,1,3,1810,690,0.9974,12,599950.0
209,4.0,2.75,2700,37011,2.0,0,1,3,2700,0,1.0,36,385000.0
1905,3.0,2.5,1940,9775,1.0,0,3,3,1440,500,0.9987,45,545000.0
2454,3.0,2.25,2680,9162,1.0,0,1,3,1570,1110,0.9987,42,599990.0
4321,2.0,1.0,800,7260,1.0,0,1,3,800,0,1.0,67,325000.0
2553,3.0,1.75,1840,11440,1.0,0,1,4,1340,500,1.0,43,366000.0
575,4.0,3.0,2800,9764,2.0,0,1,3,2800,0,0.9994,18,380000.0
2218,5.0,1.5,1500,7112,1.0,0,1,5,760,740,1.0006,100,0.0
3132,3.0,1.0,1370,3000,1.5,0,1,3,1370,0,1.0,9,479000.0
4009,3.0,2.5,1920,9180,2.0,0,1,3,1920,0,1.0006,20,230000.0
4267,3.0,2.5,1480,1663,2.0,0,1,3,1180,300,1.0,108,341000.0
1710,3.0,2.75,2830,3496,2.0,0,1,3,2830,0,0.9981,108,673000.0
2532,3.0,2.5,2970,21907,2.0,0,1,3,2970,0,1.0,14,499500.0
3232,2.0,2.5,2220,4000,2.0,0,1,3,2220,0,1.0,20,1425000.0
2816,3.0,3.5,3020,4082,2.0,0,1,3,2080,940,1.0,16,439333.333333
764,4.0,2.5,2550,19017,1.0,0,1,4,1300,1250,1.0,19,460000.0
487,4.0,2.75,2600,4674,1.0,0,1,3,1560,1040,1.0,44,750000.0
2086,3.0,2.5,3316,11447,2.0,0,1,3,3316,0,1.0013,34,490600.0
1390,4.0,1.75,1470,5350,1.0,0,1,3,980,490,1.0,15,465000.0
857,4.0,2.5,3160,11380,2.0,0,1,3,3160,0,0.9981,11,645000.0
1273,4.0,2.5,2980,16263,2.0,0,1,3,2980,0,0.9981,31,1012000.0
2564,4.0,3.0,3720,15048,3.0,0,1,3,3720,0,1.0,6,500000.0
4012,2.0,1.75,1220,5000,1.0,0,1,5,860,360,1.0006,99,253000.0
1349,3.0,2.25,1606,1452,3.0,0,1,3,1606,0,1.0,11,417250.0
3426,5.0,2.5,4600,19831,1.0,0,4,3,2300,2300,0.9994,7,805000.0
1490,3.0,2.5,1370,1350,2.0,0,1,3,1010,360,1.0,13,368000.0
1888,3.0,1.75,1510,8301,1.0,0,1,3,1510,0,0.9987,9,366000.0
552,4.0,2.5,2800,5900,1.0,0,1,3,1660,1140,1.0,12,744312.5
1436,3.0,1.75,1870,12381,1.0,0,1,4,1870,0,1.0013,19,314500.0
4426,2.0,1.0,1210,4800,1.0,0,1,3,1060,150,1.0,15,380000.0
708,7.0,5.75,3700,7647,2.0,0,2,3,3700,0,1.0,36,540000.0
1631,3.0,2.25,1620,998,2.5,0,1,3,1540,80,0.9981,10,415000.0
2386,3.0,2.5,1940,3211,2.0,0,1,3,1940,0,0.9987,11,555000.0
3583,3.0,2.5,2550,7200,2.0,0,3,3,2550,0,1.0,7,1400000.0
2037,4.0,2.5,3090,18645,2.0,0,1,3,3090,0,1.0013,25,370000.0
1424,3.0,1.0,1400,8100,1.5,0,1,3,1400,0,1.0,76,267000.0
3569,3.0,2.25,1660,5128,2.0,0,1,3,1660,0,0.9987,19,300000.0
3665,3.0,1.5,1780,23819,1.0,0,1,3,1780,0,1.0026,67,246000.0
677,4.0,2.75,2790,8853,2.0,0,1,3,2790,0,0.9987,97,533112.0
64,4.0,2.25,1820,8255,1.5,0,1,4,1320,500,1.0,90,399888.0
3487,4.0,3.5,4370,8510,2.0,0,2,3,3610,760,0.9981,17,1965221.0
4507,3.0,1.0,1350,8700,1.5,0,1,3,1350,0,1.0013,21,160000.0
515,4.0,4.25,3010,4887,2.0,0,4,4,1940,1070,1.0,24,870000.0
2444,5.0,3.25,3160,10000,2.0,0,1,4,3160,0,0.9987,40,574950.0
3456,4.0,1.0,1940,5753,1.5,0,1,3,1940,0,0.9994,8,323833.333333
2424,3.0,1.75,2220,132858,1.0,0,1,3,1110,1110,0.9987,20,435000.0
3314,3.0,3.5,2440,3427,2.0,0,1,3,1990,450,0.9981,20,710000.0
2928,3.0,2.5,1940,4927,2.0,0,1,3,1940,0,1.0,17,335000.0
4252,5.0,2.5,2450,6994,2.0,0,1,3,2450,0,1.0006,18,345000.0
4177,4.0,2.75,2640,35070,1.5,0,1,3,2640,0,1.0006,12,395000.0
2175,3.0,1.0,1090,8640,1.0,0,1,4,1090,0,1.0006,47,285000.0
3890,2.0,1.5,1480,15641,1.0,0,1,4,1480,0,1.0006,19,280000.0
3346,3.0,1.0,1240,4842,1.0,0,1,4,1240,0,1.0,104,210000.0
4200,2.0,1.5,1030,4500,1.0,0,1,3,830,200,1.0,9,595000.0
3856,4.0,2.5,2286,8269,2.0,0,1,3,2286,0,1.0006,18,481000.0
960,2.0,1.0,970,13700,1.0,0,1,3,970,0,1.0,22,300000.0
4574,3.0,3.0,1670,4440,1.0,0,1,3,1670,0,0.9994,6,246950.0
4007,3.0,1.5,1460,9908,1.0,0,1,3,1460,0,1.0006,12,310000.0
3249,4.0,3.25,3660,5800,2.5,0,1,3,3360,300,1.0,25,1506000.0
2989,3.0,1.75,2410,8944,1.0,0,1,4,1860,550,1.0,53,415000.0
314,4.0,2.75,1680,11180,1.0,0,1,4,1680,0,0.9974,54,625000.0
2566,4.0,3.5,4370,10860,2.0,0,1,3,4370,0,1.0,12,1025000.0
2575,3.0,1.75,1280,10716,1.0,0,1,4,1280,0,1.0,51,317061.875
426,4.0,2.5,2683,40386,2.0,0,1,4,2683,0,0.9974,33,681965.78125
2154,4.0,1.0,1440,7100,1.5,0,1,3,1440,0,1.0,6,500000.0
1189,2.0,1.0,930,36478,1.0,0,3,3,930,0,0.9981,26,675000.0
2101,4.0,3.0,1990,6180,2.0,0,1,3,1990,0,1.0013,11,0.0
119,4.0,3.25,3620,5131,2.0,0,4,4,2350,1270,1.0,93,1525000.0
1621,4.0,3.75,4260,9800,2.0,0,1,3,4260,0,0.9981,12,1065000.0
1009,3.0,2.0,1940,55756,1.0,0,1,5,1940,0,0.9974,66,732000.0
1841,4.0,1.0,1600,5500,1.5,0,1,4,1600,0,1.0,31,625000.0
1059,3.0,2.25,1400,31626,1.0,0,1,2,1140,260,1.0006,33,315000.0
634,3.0,3.5,2080,5100,2.0,0,1,3,2080,0,0.9994,17,357500.0
1200,4.0,1.75,2450,13300,1.0,0,3,4,1630,820,0.9981,33,760000.0
4223,3.0,1.5,1250,7500,1.0,0,1,3,1250,0,1.0006,9,225000.0
2948,4.0,1.0,2100,9288,1.0,0,1,4,1050,1050,1.0,52,305000.0
4462,4.0,3.5,3400,234352,2.0,0,1,3,2500,900,0.9981,29,475000.0
4512,4.0,2.0,1700,6025,1.0,0,1,3,1700,0,1.0013,42,206000.0
1249,6.0,2.75,2660,8400,1.0,0,1,5,1550,1110,0.9981,58,603500.0
533,2.0,1.5,1190,3400,1.0,0,1,3,990,200,1.0,19,441000.0
4236,4.0,2.5,2700,10814,1.0,0,1,4,1560,1140,1.0006,54,300000.0
507,4.0,2.0,2090,3610,1.5,0,1,5,1790,300,1.0,93,619400.0
3052,3.0,2.25,1480,5400,2.0,0,1,4,1480,0,1.0,75,600000.0
3264,4.0,3.5,3010,3600,2.0,0,1,3,2370,640,1.0,21,1280000.0
2835,2.0,1.0,1290,2828,2.0,0,1,3,1290,0,0.9987,12,265000.0
3221,2.0,1.75,1950,2719,1.0,0,1,5,1010,940,1.0,86,725000.0
3476,3.0,2.5,3160,12824,1.0,0,3,4,1820,1340,0.9981,54,1600000.0
3071,4.0,1.0,1630,2566,1.5,0,1,3,1630,0,1.0,20,581000.0
409,5.0,2.25,3000,13899,2.0,0,1,4,3000,0,0.9974,45,600000.0
3934,3.0,2.25,2350,10450,1.0,0,1,3,1390,960,0.9994,16,460000.0
260,5.0,3.0,3640,8239,2.0,0,4,3,2540,1100,0.9981,38,1595000.0
1757,3.0,2.0,1840,4750,1.0,0,1,5,1010,830,1.0,69,730001.0
417,4.0,1.75,2150,9000,1.0,0,1,4,1110,1040,0.9974,54,550000.0
1724,5.0,2.0,2020,5000,1.5,0,1,4,2020,0,1.0,82,488000.0
2561,3.0,1.0,1520,213444,1.5,0,4,5,1520,0,1.0,32,425000.0
3702,3.0,2.0,1340,8505,1.0,0,1,3,1340,0,1.0026,89,215000.0
4220,3.0,2.5,1940,8547,1.0,0,1,3,1460,480,1.0006,31,266000.0
3067,3.0,3.0,3790,5001,2.0,0,1,3,2810,980,1.0,31,1165000.0
3903,2.0,1.0,920,8341,1.0,0,1,3,920,0,1.0006,51,319950.0
3744,3.0,2.5,2495,4400,2.0,0,1,3,2495,0,1.0006,13,267000.0
1512,3.0,1.0,1050,7500,1.0,0,1,3,1050,0,1.0,15,440000.0
1660,4.0,2.5,2870,12648,2.0,0,1,4,2870,0,0.9981,34,720000.0
4006,4.0,2.5,2040,5523,2.0,0,1,3,2040,0,1.0006,21,345000.0
3650,3.0,1.0,1410,7200,2.0,0,1,4,1410,0,1.0,119,700000.0
330,4.0,3.25,3340,10890,1.5,0,1,3,2240,1100,0.9974,20,910000.0
1989,3.0,2.5,2410,64073,1.0,0,1,4,1820,590,0.9981,28,625000.0
2554,4.0,1.75,3990,13470,2.0,0,1,3,3990,0,1.0,14,1200000.0
214,3.0,2.5,1670,8364,1.0,0,1,4,1300,370,1.0,30,270000.0
2840,2.0,2.5,2380,9374,1.0,0,3,3,2380,0,0.9987,9,818000.0
4465,5.0,2.0,2120,137565,1.5,0,1,3,2120,0,0.9981,37,437000.0
2949,3.0,2.75,1720,28000,1.0,0,1,4,1720,0,1.0,48,326000.0
968,3.0,1.0,1210,9525,1.0,0,1,3,1210,0,1.0,15,299950.0
1263,4.0,2.5,3230,12100,1.0,0,1,3,1870,1360,0.9981,16,827000.0
3980,3.0,1.75,1400,13775,1.0,0,1,3,1400,0,0.9994,12,450000.0
3298,4.0,2.5,2120,10202,1.0,0,1,4,1620,500,0.9981,19,755000.0
1984,4.0,3.0,3740,30884,2.0,0,1,3,3060,680,0.9981,20,869000.0
3851,3.0,2.5,3180,7904,1.0,0,1,3,1810,1370,1.0006,14,439000.0
604,5.0,3.0,3610,9775,2.0,0,1,3,3610,0,0.9994,17,540000.0
324,3.0,2.25,1990,10260,2.0,0,1,4,1990,0,0.9974,33,675000.0
4578,4.0,2.5,1920,8562,2.0,0,3,4,1920,0,0.9994,26,308950.0
2094,3.0,1.75,1770,29004,1.0,0,1,3,1770,0,1.0013,31,215000.0
512,3.0,2.0,1900,8100,1.0,0,1,4,950,950,1.0,19,520500.0
4444,2.0,1.0,1320,9967,1.0,0,1,3,940,380,1.0,19,255000.0
4243,3.0,1.75,2310,11200,1.0,0,1,4,1630,680,1.0006,20,385000.0
3660,3.0,3.5,2100,12384,2.0,0,1,3,2100,0,1.0026,40,356000.0
27,2.0,1.0,790,8424,1.0,0,1,4,790,0,1.0,37,268500.0
3598,4.0,3.25,2980,7000,2.0,0,4,3,2140,840,1.0,6,1400000.0
3558,5.0,2.5,2570,9962,2.0,0,1,3,2570,0,0.9987,14,492500.0
4397,2.0,2.0,1860,10856,1.0,0,1,3,1260,600,1.0019,12,265000.0
2313,3.0,2.0,2260,11305,1.0,0,1,3,1130,1130,1.0006,34,400000.0
4264,4.0,1.0,1410,6000,1.0,0,1,3,810,600,1.0,18,413000.0
1186,4.0,2.5,2290,12047,2.0,0,1,4,2290,0,0.9981,32,736000.0
3933,4.0,2.5,2840,4500,2.0,0,1,3,2840,0,0.9994,108,557000.0
2957,3.0,1.5,1650,9380,1.0,0,1,5,1130,520,1.0,42,320000.0
2161,3.0,1.0,1240,5000,1.5,0,1,5,1240,0,1.0,32,529950.0
3990,3.0,2.5,2340,5957,2.0,0,1,3,2340,0,0.9994,25,426090.0
720,3.0,1.0,1010,11244,1.0,0,1,4,1010,0,1.0,32,350000.0
4501,4.0,2.0,2030,9600,1.5,0,1,3,1430,600,1.0013,8,253779.0
3935,4.0,2.5,2040,5616,2.0,0,1,3,2040,0,0.9994,108,502000.0
1839,2.0,1.0,880,4000,1.0,0,1,3,880,0,1.0,24,427550.0
1864,3.0,2.75,1850,9600,1.5,0,1,5,1850,0,0.9987,55,489200.0
1625,4.0,2.75,3270,12880,2.0,0,1,3,3270,0,0.9981,6,723243.75
2749,3.0,2.5,1450,3748,2.0,0,1,3,1450,0,0.9981,17,339000.0
3807,3.0,2.25,1870,3230,2.0,0,1,3,1870,0,1.0006,23,288400.0
1674,3.0,2.5,1700,3150,2.0,0,1,3,1700,0,0.9981,15,534500.0
3223,3.0,3.0,1680,1570,3.0,0,1,3,1680,0,1.0,6,330000.0
1936,3.0,1.75,1480,7700,1.0,0,1,3,1480,0,0.9987,45,395000.0
4488,3.0,2.25,2150,30476,2.0,0,1,3,2150,0,1.0013,29,335000.0
1729,3.0,2.0,1410,4800,1.0,0,1,3,1410,0,1.0,24,481450.0
1915,2.0,1.0,1620,9205,1.0,0,1,5,850,770,0.9987,99,350000.0
633,4.0,2.5,2280,5000,2.0,0,1,3,2280,0,0.9994,14,345000.0
1032,4.0,3.5,3770,37034,2.0,0,1,3,2830,940,0.9974,31,1229000.0
3968,4.0,2.5,2610,4595,2.0,0,1,3,2610,0,0.9994,12,535000.0
3889,4.0,1.0,1450,6250,1.0,0,1,3,990,460,1.0006,20,277000.0
2708,4.0,2.5,2680,7178,2.0,0,1,3,2680,0,0.9981,17,515000.0
1387,5.0,2.75,3100,9825,2.0,0,3,4,3100,0,1.0,38,700000.0
933,4.0,3.75,4060,19290,2.0,0,1,3,4060,0,0.9981,18,0.0
1873,3.0,1.5,980,7790,1.0,0,1,5,980,0,0.9987,51,350000.0
928,4.0,2.5,2460,4200,2.0,0,1,3,2460,0,0.9981,14,568500.0
98,2.0,1.5,1110,957,2.0,0,1,3,930,180,1.0,15,499000.0
594,4.0,2.5,1910,5000,2.0,0,1,3,1910,0,0.9994,15,297500.0
787,2.0,1.0,1100,8281,1.0,0,1,4,1100,0,1.0,32,229629.5
2243,3.0,2.0,1650,6150,2.0,0,1,4,1650,0,1.0,27,590000.0
3802,3.0,2.5,1720,1916,2.0,0,1,3,1720,0,1.0006,15,280000.0
2581,4.0,3.0,3690,9892,2.0,0,1,3,3690,0,0.9981,14,865000.0
2276,4.0,2.25,2430,4748,1.5,0,1,3,1630,800,1.0,66,723000.0
3267,5.0,4.25,4860,9453,1.5,0,2,5,3100,1760,1.0,115,2250000.0
3241,2.0,2.5,1230,1391,2.0,0,1,3,870,360,1.0,17,490000.0
4010,3.0,1.75,1390,8700,1.0,0,4,4,840,550,1.0006,31,280950.0
4348,3.0,1.75,1970,10270,1.0,0,1,4,1970,0,1.0013,54,268000.0
4170,3.0,2.25,1920,9680,1.0,0,1,4,1300,620,1.0006,19,260000.0
1094,3.0,2.0,1440,7210,1.0,0,1,3,1440,0,1.0006,11,210000.0
2403,4.0,3.5,3930,5680,2.0,0,2,3,2820,1110,0.9987,97,828950.0
860,5.0,2.25,2890,12478,2.0,0,1,3,2890,0,0.9981,16,598000.0
697,3.0,2.5,1920,9625,2.0,0,1,3,1920,0,0.9987,27,391500.0
3502,3.0,1.5,1320,8114,1.0,0,1,3,1320,0,0.9981,26,650000.0
3803,3.0,1.75,1480,7225,1.0,0,1,4,1480,0,1.0006,55,320000.0
346,3.0,2.75,2180,7519,1.0,0,1,4,1310,870,0.9974,39,568500.0
1929,5.0,2.75,2830,8925,1.5,0,1,3,2830,0,0.9987,9,451000.0
3663,5.0,1.0,1460,6032,2.0,0,1,4,1460,0,1.0026,22,239950.0
301,4.0,2.5,3040,6425,2.0,0,1,3,3040,0,0.9974,12,776000.0
2678,2.0,1.75,2260,280962,2.0,0,3,3,1890,370,0.9987,15,649000.0
199,2.0,1.0,990,39964,1.0,0,1,2,990,0,1.0,75,120000.0
1283,3.0,1.0,1620,30736,1.5,0,1,4,1620,0,0.9981,43,346750.0
3726,4.0,2.75,2656,21195,2.0,0,1,3,2656,0,1.0006,6,495000.0
3251,4.0,3.75,3070,5850,2.0,0,1,5,2400,670,1.0,93,1570000.0
3658,5.0,1.75,2020,7902,1.0,0,1,3,1220,800,1.0026,17,245000.0
3705,2.0,1.0,2060,8398,1.0,0,1,3,1260,800,1.0026,17,270000.0
1406,3.0,1.75,1560,5223,1.0,0,1,4,810,750,1.0,19,399950.0
1080,4.0,2.5,2009,5000,2.0,0,1,3,2009,0,1.0006,6,303210.0
388,4.0,2.5,2440,4850,2.0,0,1,3,2440,0,0.9974,97,745641.0
1119,3.0,1.0,1400,7360,1.0,0,1,4,1400,0,1.0006,52,148226.0
